"last_name, first_name","player_id","display_team_name","year","primary_pos_formatted","fielding_runs_prevented","outs_above_average","outs_above_average_infront","outs_above_average_lateral_toward3bline","outs_above_average_lateral_toward1bline","outs_above_average_behind","outs_above_average_rhh","outs_above_average_lhh","actual_success_rate_formatted","adj_estimated_success_rate_formatted","diff_success_rate_formatted"
"VanMeter, Josh","642165","D-backs","","2B","-3",-4,-1,0,-3,0,-5,1,"75%","77%","-2%"
"Vargas, Ildemaro","545121","---","","3B","-4",-5,-1,-2,-1,-1,-4,-1,"68%","76%","-8%"
"Varsho, Daulton","662139","D-backs","","CF","3",3,1,1,1,1,4,-1,"90%","87%","3%"
"Vaughn, Andrew","683734","White Sox","","LF","-7",-8,-4,-2,-2,-1,-7,0,"82%","86%","-4%"
"Velazquez, Andrew","623205","Yankees","","SS","-3",-4,-2,0,-2,0,-3,-1,"72%","77%","-5%"
"Verdugo, Alex","657077","Red Sox","","LF","-3",-4,0,-1,0,-2,-3,-1,"85%","87%","-2%"
"Vierling, Matt","663837","Phillies","","1B","1",1,-1,1,1,0,0,1,"74%","71%","3%"
"Vilade, Ryan","668723","Rockies","","LF","0",0,0,0,0,0,0,0,"100%","99%","1%"
"Villar, Jonathan","542340","Mets","","3B","-2",-3,-1,0,-1,-1,-2,-1,"72%","73%","-1%"
"Vogelbach, Daniel","596129","Brewers","","1B","-2",-2,1,-2,-2,-1,-1,-2,"65%","68%","-3%"
"Vogt, Stephen","519390","D-backs","","1B","-2",-3,-1,-2,0,0,-1,-2,"17%","66%","-49%"
"Voit, Luke","572228","Yankees","","1B","-2",-2,-1,-2,0,1,0,-3,"73%","76%","-3%"
"Vosler, Jason","613564","Giants","","3B","-3",-4,0,0,-2,-2,-2,-2,"64%","72%","-8%"
"Votto, Joey","458015","Reds","","1B","1",2,1,-2,1,1,2,0,"76%","76%","0%"
"Vázquez, Christian","543877","Red Sox","","1B","-1",-2,-1,0,-1,0,-2,0,"50%","89%","-39%"
"Wade Jr., LaMonte","664774","Giants","","RF","1",1,0,1,-2,1,2,-1,"84%","84%","0%"
"Wade, Tyler","642180","Yankees","","SS","0",0,-1,3,-2,0,0,0,"71%","71%","0%"
"Walker, Christian","572233","D-backs","","1B","3",3,-2,5,0,0,-3,6,"76%","75%","1%"
"Walls, Taylor","670764","Rays","","SS","0",0,-1,0,-1,1,-2,1,"84%","84%","0%"
"Walsh, Jared","665120","Angels","","1B","-3",-4,3,-10,2,0,-4,0,"69%","70%","-1%"
"Walton, Donovan","622268","Mariners","","2B","-3",-4,-3,-2,0,0,-5,0,"72%","79%","-7%"
"Ward, Taylor","621493","Angels","","RF","-1",-1,0,1,0,-2,-1,-1,"88%","89%","-1%"
"Welker, Colton","666213","Rockies","","3B","0",0,0,-1,0,0,0,-1,"57%","58%","-1%"
"Wendle, Joey","621563","Rays","","3B","6",8,0,0,6,1,4,4,"78%","76%","2%"
"White, Eli","642201","Rangers","","LF","4",4,2,1,2,0,3,2,"87%","84%","3%"
"White, Evan","657108","Mariners","","1B","1",1,0,2,-1,0,-1,2,"74%","73%","1%"
"Wilkerson, Stevie","592859","Orioles","","2B","-2",-2,-1,2,-4,1,1,-3,"74%","76%","-2%"
"Williams, Justin","642211","Cardinals","","RF","-1",-1,0,0,0,-1,-1,0,"87%","88%","-1%"
"Williams, Luke","663897","Phillies","","SS","2",2,0,0,2,1,1,1,"80%","77%","3%"
"Williams, Mason","592863","Mets","","CF","0",0,0,0,-1,1,-1,1,"93%","93%","0%"
"Williams, Nick","608384","White Sox","","LF","0",0,0,0,0,0,0,0,"83%","83%","0%"
"Wilson, Jacob","607111","---","","3B","1",1,1,-1,1,0,1,0,"77%","73%","4%"
"Winker, Jesse","608385","Reds","","LF","-6",-7,-2,-1,-4,0,-5,-1,"83%","86%","-3%"
"Wisdom, Patrick","621550","Cubs","","3B","2",3,0,1,1,1,4,-1,"76%","75%","1%"
"Wong, Kean","642221","Angels","","2B","0",1,0,1,0,0,1,0,"85%","83%","2%"
"Wong, Kolten","543939","Brewers","","2B","0",0,0,-1,0,1,1,-1,"78%","78%","0%"
"Yastrzemski, Mike","573262","Giants","","RF","3",3,1,3,0,-1,2,1,"91%","90%","1%"
"Yelich, Christian","592885","Brewers","","LF","1",2,0,0,1,1,1,0,"91%","90%","1%"
"Young, Andrew","670370","D-backs","","2B","-6",-8,-1,-2,-3,-2,-6,-2,"59%","72%","-13%"
"Zimmer, Bradley","605548","Guardians","","CF","8",9,1,3,4,1,6,3,"96%","91%","5%"
"Zimmerman, Ryan","475582","Nationals","","1B","0",-1,1,-1,-1,0,0,0,"66%","66%","0%"
